case,cores,status,winner,winner_family,makespan_cycles,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,cross_task_traffic_bytes,cross_core_transfer_count,used_core_count,per_core_utilization,stage1_winner,stage1_makespan_cycles,stage1_added_copy_bytes,makespan_delta_vs_stage1,added_copy_delta_vs_stage1,spill_delta_vs_stage1,improved_vs_stage1,candidate_failures,group_wall_seconds,final_plan_hash,final_plan_file_sha256,final_official_result_json_sha256
case_091,5,success,stage1_actual_winner,verified_stage1_global_fallback,3126021,46014084,22542852,23471232,3259394,1062,5,"[{""active_any_pipe_cycles"":3126021,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":18569,""pipe_busy_cycles"":{""PIPE_M"":3072888,""PIPE_MTE2"":359771,""PIPE_MTE3"":48485,""PIPE_V"":394323},""pipe_utilization"":{""PIPE_M"":0.9830029932620414,""PIPE_MTE2"":0.11508911808333981,""PIPE_MTE3"":0.015510132529499962,""PIPE_V"":0.12614214683778516},""task_end"":3126021,""task_span_cycles"":3126021,""task_start"":0},{""active_any_pipe_cycles"":1900960,""active_any_pipe_fraction"":0.6081085187847427,""core_id"":1,""op_count"":8128,""pipe_busy_cycles"":{""PIPE_M"":1817756,""PIPE_MTE2"":294317,""PIPE_MTE3"":30310,""PIPE_V"":165867},""pipe_utilization"":{""PIPE_M"":0.5814919349550115,""PIPE_MTE2"":0.09415067909012767,""PIPE_MTE3"":0.009696032112388241,""PIPE_V"":0.05306010420275488},""task_end"":1900960,""task_span_cycles"":1900960,""task_start"":0},{""active_any_pipe_cycles"":1416818,""active_any_pipe_fraction"":0.4532336794922363,""core_id"":2,""op_count"":6540,""pipe_busy_cycles"":{""PIPE_M"":1363572,""PIPE_MTE2"":219172,""PIPE_MTE3"":28067,""PIPE_V"":123780},""pipe_utilization"":{""PIPE_M"":0.4362005245646142,""PIPE_MTE2"":0.07011213296391802,""PIPE_MTE3"":0.008978506542342486,""PIPE_V"":0.03959666297827174},""task_end"":1416818,""task_span_cycles"":1416818,""task_start"":0},{""active_any_pipe_cycles"":1403721,""active_any_pipe_fraction"":0.44904400834159464,""core_id"":3,""op_count"":6609,""pipe_busy_cycles"":{""PIPE_M"":1363572,""PIPE_MTE2"":231797,""PIPE_MTE3"":28385,""PIPE_V"":123840},""pipe_utilization"":{""PIPE_M"":0.4362005245646142,""PIPE_MTE2"":0.07415081344623085,""PIPE_MTE3"":0.009080233306174208,""PIPE_V"":0.039615856707296594},""task_end"":1403721,""task_span_cycles"":1403721,""task_start"":0},{""active_any_pipe_cycles"":1368088,""active_any_pipe_fraction"":0.4376451725692182,""core_id"":4,""op_count"":6474,""pipe_busy_cycles"":{""PIPE_M"":1363572,""PIPE_MTE2"":212706,""PIPE_MTE3"":31012,""PIPE_V"":123900},""pipe_utilization"":{""PIPE_M"":0.4362005245646142,""PIPE_MTE2"":0.06804368876600637,""PIPE_MTE3"":0.00992059874197902,""PIPE_V"":0.03963505043632144},""task_end"":1403806,""task_span_cycles"":1403806,""task_start"":0}]",b1,3126021,46014084,0,0,0,False,0,751.9248298108578,fa9c28cb78205f309796b1316735b72551a6984fd5ae23735fafecf902aa9c6a,a4f5b1a8d99a4f2043457932f24df5aa1bd4c12ef9604b46c1dbbde821e9d38c,25a92a40ec3f6bd5ba494fa4247cb5d4e26e3f0e96f87fab9708ce32b67ecfc5
case_092,1,success,stage1_actual_winner,verified_stage1_global_fallback,4815554,66000096,0,66000096,0,0,1,"[{""active_any_pipe_cycles"":4815554,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":23531,""pipe_busy_cycles"":{""PIPE_M"":3714152,""PIPE_MTE2"":1135537,""PIPE_MTE3"":62332,""PIPE_V"":326600},""pipe_utilization"":{""PIPE_M"":0.7712823903542563,""PIPE_MTE2"":0.23580609832222835,""PIPE_MTE3"":0.0129438897372971,""PIPE_V"":0.06782189546623296},""task_end"":4815554,""task_span_cycles"":4815554,""task_start"":0}]",single,4815554,66000096,0,0,0,False,0,1.6234425157308578,0b957fd9c80e858061ac34b590feb368eb80eb7ebfb72e395da4446f9564a63e,35b11588f2a2679e2c867d9bb4df228a8dd6e831edddf66fa52151ea365eee72,599415e29c4d350580703b16724e089765a7483ecddee9abce753ca7eb25ed3f
case_092,2,success,stage1_actual_winner,verified_stage1_global_fallback,2015242,5567072,930400,4636672,0,0,2,"[{""active_any_pipe_cycles"":2015242,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":9590,""pipe_busy_cycles"":{""PIPE_M"":1857076,""PIPE_MTE2"":99944,""PIPE_MTE3"":68884,""PIPE_V"":163300},""pipe_utilization"":{""PIPE_M"":0.9215151331701106,""PIPE_MTE2"":0.04959404379225919,""PIPE_MTE3"":0.03418150276740957,""PIPE_V"":0.08103245168570325},""task_end"":2015242,""task_span_cycles"":2015242,""task_start"":0},{""active_any_pipe_cycles"":2015242,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":9590,""pipe_busy_cycles"":{""PIPE_M"":1857076,""PIPE_MTE2"":99944,""PIPE_MTE3"":68884,""PIPE_V"":163300},""pipe_utilization"":{""PIPE_M"":0.9215151331701106,""PIPE_MTE2"":0.04959404379225919,""PIPE_MTE3"":0.03418150276740957,""PIPE_V"":0.08103245168570325},""task_end"":2015242,""task_span_cycles"":2015242,""task_start"":0}]",b2a_w8,2015242,5567072,0,0,0,False,0,36.878157656639814,3713c5ca7c29f50377ffe6256e5357efb33886ac347a2cb92eeeffa74c83fe84,53b5f676d1e15b142b37ed658a8a121f64a26211df79ac412afb2799407fd5ee,4029290babe9d6867b2721a0265140cf7ae2280df117c30c75517e5c5094c355
case_092,3,success,stage1_actual_winner,verified_stage1_global_fallback,1334168,25523392,24990912,532480,11565056,3693,3,"[{""active_any_pipe_cycles"":1330721,""active_any_pipe_fraction"":0.9974163673540364,""core_id"":0,""op_count"":8474,""pipe_busy_cycles"":{""PIPE_M"":1237748,""PIPE_MTE2"":218793,""PIPE_MTE3"":210120,""PIPE_V"":108788},""pipe_utilization"":{""PIPE_M"":0.9277302408692158,""PIPE_MTE2"":0.16399209095106462,""PIPE_MTE3"":0.15749141037710393,""PIPE_V"":0.08153995598755179},""task_end"":1330721,""task_span_cycles"":1330721,""task_start"":0},{""active_any_pipe_cycles"":1334168,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":8485,""pipe_busy_cycles"":{""PIPE_M"":1238496,""PIPE_MTE2"":218944,""PIPE_MTE3"":196270,""PIPE_V"":109236},""pipe_utilization"":{""PIPE_M"":0.9282908899029207,""PIPE_MTE2"":0.16410527010091683,""PIPE_MTE3"":0.1471104088840386,""PIPE_V"":0.08187574578313976},""task_end"":1334168,""task_span_cycles"":1334168,""task_start"":0},{""active_any_pipe_cycles"":1332570,""active_any_pipe_fraction"":0.9988022497916305,""core_id"":2,""op_count"":8535,""pipe_busy_cycles"":{""PIPE_M"":1237908,""PIPE_MTE2"":193726,""PIPE_MTE3"":191961,""PIPE_V"":108576},""pipe_utilization"":{""PIPE_M"":0.9278501657962116,""PIPE_MTE2"":0.14520360254480696,""PIPE_MTE3"":0.14388068069388563,""PIPE_V"":0.0813810554592825},""task_end"":1332570,""task_span_cycles"":1332570,""task_start"":0}]",b2a_w16,1334168,25523392,0,0,0,False,0,76.30041140504181,359871f10710ba9a0ab4b2408c91a141c7c97b11647636fc214c1b552cb12ffb,b1fce184982e1cd0c55fdf0b38c694f1fcdc6614bf5db3cff0da8b4cc4feb512,905f0cc85cb4760aee1ae3b475cedd681182bd38c1865a9fddf6995e5f176be7
case_092,4,success,stage1_actual_winner,verified_stage1_global_fallback,1018974,13405984,13405984,0,5307392,1988,4,"[{""active_any_pipe_cycles"":1018894,""active_any_pipe_fraction"":0.9999214896552807,""core_id"":0,""op_count"":5515,""pipe_busy_cycles"":{""PIPE_M"":928404,""PIPE_MTE2"":146163,""PIPE_MTE3"":103705,""PIPE_V"":81584},""pipe_utilization"":{""PIPE_M"":0.9111164759846669,""PIPE_MTE2"":0.1434413439400809,""PIPE_MTE3"":0.10177394123893249,""PIPE_V"":0.08006484954473814},""task_end"":1018894,""task_span_cycles"":1018894,""task_start"":0},{""active_any_pipe_cycles"":1018894,""active_any_pipe_fraction"":0.9999214896552807,""core_id"":1,""op_count"":5515,""pipe_busy_cycles"":{""PIPE_M"":928404,""PIPE_MTE2"":146163,""PIPE_MTE3"":103705,""PIPE_V"":81584},""pipe_utilization"":{""PIPE_M"":0.9111164759846669,""PIPE_MTE2"":0.1434413439400809,""PIPE_MTE3"":0.10177394123893249,""PIPE_V"":0.08006484954473814},""task_end"":1018894,""task_span_cycles"":1018894,""task_start"":0},{""active_any_pipe_cycles"":1018974,""active_any_pipe_fraction"":1.0,""core_id"":2,""op_count"":5519,""pipe_busy_cycles"":{""PIPE_M"":928672,""PIPE_MTE2"":144908,""PIPE_MTE3"":101786,""PIPE_V"":81716},""pipe_utilization"":{""PIPE_M"":0.9113794856394766,""PIPE_MTE2"":0.14220971290729695,""PIPE_MTE3"":0.09989067434497838,""PIPE_V"":0.08019439161352497},""task_end"":1018974,""task_span_cycles"":1018974,""task_start"":0},{""active_any_pipe_cycles"":1018974,""active_any_pipe_fraction"":1.0,""core_id"":3,""op_count"":5519,""pipe_busy_cycles"":{""PIPE_M"":928672,""PIPE_MTE2"":144908,""PIPE_MTE3"":101786,""PIPE_V"":81716},""pipe_utilization"":{""PIPE_M"":0.9113794856394766,""PIPE_MTE2"":0.14220971290729695,""PIPE_MTE3"":0.09989067434497838,""PIPE_V"":0.08019439161352497},""task_end"":1018974,""task_span_cycles"":1018974,""task_start"":0}]",b2a_w8,1018974,13405984,0,0,0,False,0,90.75186427123845,663a7cefc1a798e2610d7ec18ed7a46bc2b6917070d58c8d21f94e045d7d4e7e,a92a8c80fc6ad2937bc975523462043dbb6e91951c5610cd12fbd84703400053,16bdef4a200d8a55ae3de40ebb2a9ea499a09b033dd3f8aa3e76f5f370d21b1f
case_092,5,success,map_locality@b2a_w8,scene_b_fixed_partition_mapping,823550,12321152,11567488,753664,3922944,1620,5,"[{""active_any_pipe_cycles"":822928,""active_any_pipe_fraction"":0.999244733167385,""core_id"":0,""op_count"":4410,""pipe_busy_cycles"":{""PIPE_M"":744864,""PIPE_MTE2"":91342,""PIPE_MTE3"":47555,""PIPE_V"":65956},""pipe_utilization"":{""PIPE_M"":0.9044551029081416,""PIPE_MTE2"":0.11091251290146317,""PIPE_MTE3"":0.05774391354501852,""PIPE_V"":0.08008742638576893},""task_end"":822928,""task_span_cycles"":822928,""task_start"":0},{""active_any_pipe_cycles"":823550,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":4362,""pipe_busy_cycles"":{""PIPE_M"":742108,""PIPE_MTE2"":82929,""PIPE_MTE3"":43301,""PIPE_V"":65318},""pipe_utilization"":{""PIPE_M"":0.9011086151417643,""PIPE_MTE2"":0.10069698257543562,""PIPE_MTE3"":0.0525784712525044,""PIPE_V"":0.0793127314674276},""task_end"":823550,""task_span_cycles"":823550,""task_start"":0},{""active_any_pipe_cycles"":819423,""active_any_pipe_fraction"":0.9949887681379395,""core_id"":2,""op_count"":4355,""pipe_busy_cycles"":{""PIPE_M"":742108,""PIPE_MTE2"":79131,""PIPE_MTE3"":34772,""PIPE_V"":65436},""pipe_utilization"":{""PIPE_M"":0.9011086151417643,""PIPE_MTE2"":0.0960852407261247,""PIPE_MTE3"":0.042222087304960236,""PIPE_V"":0.07945601359966001},""task_end"":819423,""task_span_cycles"":819423,""task_start"":0},{""active_any_pipe_cycles"":822428,""active_any_pipe_fraction"":0.9986376054884342,""core_id"":3,""op_count"":4158,""pipe_busy_cycles"":{""PIPE_M"":742536,""PIPE_MTE2"":66997,""PIPE_MTE3"":28330,""PIPE_V"":65054},""pipe_utilization"":{""PIPE_M"":0.9016283164349462,""PIPE_MTE2"":0.08135146621334467,""PIPE_MTE3"":0.03439985428935705,""PIPE_V"":0.07899216805294153},""task_end"":822428,""task_span_cycles"":822428,""task_start"":0},{""active_any_pipe_cycles"":818127,""active_any_pipe_fraction"":0.9934150931940987,""core_id"":4,""op_count"":4189,""pipe_busy_cycles"":{""PIPE_M"":742536,""PIPE_MTE2"":74370,""PIPE_MTE3"":28931,""PIPE_V"":64836},""pipe_utilization"":{""PIPE_M"":0.9016283164349462,""PIPE_MTE2"":0.09030417096715439,""PIPE_MTE3"":0.03512962175945601,""PIPE_V"":0.07872746038491894},""task_end"":818127,""task_span_cycles"":818127,""task_start"":0}]",b2a_w8,832577,13308288,-9027,-987136,679936,True,0,102.3466140832752,f816dda0c549eca319a13e733a5798e7e2aa21c0f2f89d341a9ac9d1885cdc40,0597a16cd6d7f40e8fe85a0c14b8813b65a0eef04cd6c57c5c68ed29df285fa0,b77e58165280b4b4ec366b6be3e369835261839e925a68e283357b7902e420c3
case_093,1,success,stage1_actual_winner,verified_stage1_global_fallback,74205,0,0,0,0,0,1,"[{""active_any_pipe_cycles"":74205,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":901,""pipe_busy_cycles"":{""PIPE_M"":73968,""PIPE_MTE2"":9905,""PIPE_MTE3"":2520,""PIPE_V"":12144},""pipe_utilization"":{""PIPE_M"":0.9968061451384678,""PIPE_MTE2"":0.13348157132268715,""PIPE_MTE3"":0.03395997574287447,""PIPE_V"":0.1636547402466141},""task_end"":74205,""task_span_cycles"":74205,""task_start"":0}]",single,74205,0,0,0,0,False,0,0.05497564375400543,a362e021ae414498dd346e4bc8e6b78da392e950324de1b529b931302c9673d6,4adf08b30954139c59001036b4da46d5c350f7c5749f8889fa068577b5aadb38,3d0cfee3e08682a544a73c5bf0f864894a62f39a612a19b200a0a132468e7ad7
case_093,2,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,41806,565248,565248,0,282624,138,2,"[{""active_any_pipe_cycles"":41500,""active_any_pipe_fraction"":0.9926804764866287,""core_id"":0,""op_count"":591,""pipe_busy_cycles"":{""PIPE_M"":36984,""PIPE_MTE2"":15933,""PIPE_MTE3"":8374,""PIPE_V"":6160},""pipe_utilization"":{""PIPE_M"":0.8846577046356983,""PIPE_MTE2"":0.3811175429364206,""PIPE_MTE3"":0.20030617614696455,""PIPE_V"":0.14734727072668996},""task_end"":41806,""task_span_cycles"":41806,""task_start"":0},{""active_any_pipe_cycles"":41430,""active_any_pipe_fraction"":0.9910060756829163,""core_id"":1,""op_count"":586,""pipe_busy_cycles"":{""PIPE_M"":36984,""PIPE_MTE2"":15794,""PIPE_MTE3"":8479,""PIPE_V"":5984},""pipe_utilization"":{""PIPE_M"":0.8846577046356983,""PIPE_MTE2"":0.37779266134047745,""PIPE_MTE3"":0.20281777735253312,""PIPE_V"":0.14313734870592737},""task_end"":41736,""task_span_cycles"":41736,""task_start"":0}]",b2a_w4,45680,843776,-3874,-278528,0,True,0,1.9464542921632528,ed49b4b4bc28bf71ff97389d3055e317bb1ab285e29a51ee1dd9d7bd0ec5e765,189fc2bfc20414a4a9fa87d8eadac16fa707af5826020613951886aeb6b4027d,af3347ef6cf6b7eae9c996b9347982ca09ed835e131b0cc761e3371a9ecb5eef
case_093,3,success,map_locality@b1,scene_b_fixed_partition_mapping,31740,77824,77824,0,30720,15,3,"[{""active_any_pipe_cycles"":19622,""active_any_pipe_fraction"":0.6182104599873977,""core_id"":0,""op_count"":232,""pipe_busy_cycles"":{""PIPE_M"":19028,""PIPE_MTE2"":7851,""PIPE_MTE3"":2311,""PIPE_V"":2772},""pipe_utilization"":{""PIPE_M"":0.5994959042218021,""PIPE_MTE2"":0.24735349716446126,""PIPE_MTE3"":0.07281033396345306,""PIPE_V"":0.08733459357277883},""task_end"":19622,""task_span_cycles"":19622,""task_start"":0},{""active_any_pipe_cycles"":31504,""active_any_pipe_fraction"":0.9925645872715816,""core_id"":1,""op_count"":398,""pipe_busy_cycles"":{""PIPE_M"":30016,""PIPE_MTE2"":10853,""PIPE_MTE3"":2263,""PIPE_V"":5500},""pipe_utilization"":{""PIPE_M"":0.9456836798991809,""PIPE_MTE2"":0.3419344675488343,""PIPE_MTE3"":0.07129804662885948,""PIPE_V"":0.17328292375551355},""task_end"":31740,""task_span_cycles"":31740,""task_start"":0},{""active_any_pipe_cycles"":25515,""active_any_pipe_fraction"":0.803875236294896,""core_id"":2,""op_count"":309,""pipe_busy_cycles"":{""PIPE_M"":24924,""PIPE_MTE2"":8982,""PIPE_MTE3"":2374,""PIPE_V"":3872},""pipe_utilization"":{""PIPE_M"":0.7852551984877126,""PIPE_MTE2"":0.2829867674858223,""PIPE_MTE3"":0.07479521109010712,""PIPE_V"":0.12199117832388154},""task_end"":25515,""task_span_cycles"":25515,""task_start"":0}]",b1,31740,98304,0,-20480,0,False,0,3.2404746543616056,4a4d16de8512051f515e7db40c19679ca6077fc179e26afb209337ad58faa14a,79632e9883d165705708cec50f67030d9c44c69774b996ade4f83854f0248531,fc6751a1ca9f59627e346e253b93220859df87229e894578e7432d7577dc7b81
case_093,4,success,stage1_actual_winner,verified_stage1_global_fallback,23631,155648,155648,0,65536,32,4,"[{""active_any_pipe_cycles"":23631,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":337,""pipe_busy_cycles"":{""PIPE_M"":21708,""PIPE_MTE2"":13196,""PIPE_MTE3"":2921,""PIPE_V"":4840},""pipe_utilization"":{""PIPE_M"":0.9186238415640472,""PIPE_MTE2"":0.5584190258558673,""PIPE_MTE3"":0.12360881892429436,""PIPE_V"":0.20481570817993314},""task_end"":23631,""task_span_cycles"":23631,""task_start"":0},{""active_any_pipe_cycles"":19526,""active_any_pipe_fraction"":0.8262875037027633,""core_id"":1,""op_count"":231,""pipe_busy_cycles"":{""PIPE_M"":18760,""PIPE_MTE2"":11725,""PIPE_MTE3"":3335,""PIPE_V"":2728},""pipe_utilization"":{""PIPE_M"":0.7938724556726334,""PIPE_MTE2"":0.4961702847953959,""PIPE_MTE3"":0.14112817908679276,""PIPE_V"":0.11544158097414413},""task_end"":19526,""task_span_cycles"":19526,""task_start"":0},{""active_any_pipe_cycles"":19394,""active_any_pipe_fraction"":0.8207016207524015,""core_id"":2,""op_count"":233,""pipe_busy_cycles"":{""PIPE_M"":19028,""PIPE_MTE2"":11795,""PIPE_MTE3"":3923,""PIPE_V"":2640},""pipe_utilization"":{""PIPE_M"":0.805213490753671,""PIPE_MTE2"":0.4991324954508908,""PIPE_MTE3"":0.16601074859294992,""PIPE_V"":0.11171765900723626},""task_end"":19394,""task_span_cycles"":19394,""task_start"":0},{""active_any_pipe_cycles"":14858,""active_any_pipe_fraction"":0.628750370276332,""core_id"":3,""op_count"":176,""pipe_busy_cycles"":{""PIPE_M"":14472,""PIPE_MTE2"":9492,""PIPE_MTE3"":3683,""PIPE_V"":1936},""pipe_utilization"":{""PIPE_M"":0.6124158943760315,""PIPE_MTE2"":0.40167576488510853,""PIPE_MTE3"":0.1558545977741103,""PIPE_V"":0.08192628327197325},""task_end"":14858,""task_span_cycles"":14858,""task_start"":0}]",b1,23631,155648,0,0,0,False,0,3.9993606973439455,17f2003cfa23ea5ac479b59a820bb90502d7fd7a5cb6051120495abe4f16bf3e,c85cda13acdf73f1c3e300a178fe5001c541f204b5f89947ed891c70d20e2200,365b42dd33f0c8747899b11c50975f0ab17166b1e15a13682bc2033ccab6f413
case_093,5,success,stage1_actual_winner,verified_stage1_global_fallback,20201,147456,147456,0,57344,28,5,"[{""active_any_pipe_cycles"":19392,""active_any_pipe_fraction"":0.9599524776001188,""core_id"":0,""op_count"":274,""pipe_busy_cycles"":{""PIPE_M"":17688,""PIPE_MTE2"":11008,""PIPE_MTE3"":2639,""PIPE_V"":3828},""pipe_utilization"":{""PIPE_M"":0.8756002178109995,""PIPE_MTE2"":0.5449235186376912,""PIPE_MTE3"":0.13063709717340727,""PIPE_V"":0.18949556952626107},""task_end"":20201,""task_span_cycles"":20201,""task_start"":0},{""active_any_pipe_cycles"":16377,""active_any_pipe_fraction"":0.8107024404732439,""core_id"":1,""op_count"":188,""pipe_busy_cycles"":{""PIPE_M"":15008,""PIPE_MTE2"":9127,""PIPE_MTE3"":2895,""PIPE_V"":2244},""pipe_utilization"":{""PIPE_M"":0.7429335181426662,""PIPE_MTE2"":0.4518093163704767,""PIPE_MTE3"":0.14330973714172565,""PIPE_V"":0.11108360972229098},""task_end"":16377,""task_span_cycles"":16377,""task_start"":0},{""active_any_pipe_cycles"":16468,""active_any_pipe_fraction"":0.8152071679619821,""core_id"":2,""op_count"":185,""pipe_busy_cycles"":{""PIPE_M"":15008,""PIPE_MTE2"":10873,""PIPE_MTE3"":3348,""PIPE_V"":2200},""pipe_utilization"":{""PIPE_M"":0.7429335181426662,""PIPE_MTE2"":0.5382406811543983,""PIPE_MTE3"":0.16573436958566407,""PIPE_V"":0.10890549972773625},""task_end"":16572,""task_span_cycles"":16572,""task_start"":0},{""active_any_pipe_cycles"":16424,""active_any_pipe_fraction"":0.8130290579674273,""core_id"":3,""op_count"":185,""pipe_busy_cycles"":{""PIPE_M"":15008,""PIPE_MTE2"":10873,""PIPE_MTE3"":3284,""PIPE_V"":2200},""pipe_utilization"":{""PIPE_M"":0.7429335181426662,""PIPE_MTE2"":0.5382406811543983,""PIPE_MTE3"":0.16256620959358448,""PIPE_V"":0.10890549972773625},""task_end"":16528,""task_span_cycles"":16528,""task_start"":0},{""active_any_pipe_cycles"":12720,""active_any_pipe_fraction"":0.6296717984258206,""core_id"":4,""op_count"":141,""pipe_busy_cycles"":{""PIPE_M"":11256,""PIPE_MTE2"":9153,""PIPE_MTE3"":3132,""PIPE_V"":1672},""pipe_utilization"":{""PIPE_M"":0.5572001386069997,""PIPE_MTE2"":0.45309638136725905,""PIPE_MTE3"":0.15504182961239543,""PIPE_V"":0.08276817979307954},""task_end"":12824,""task_span_cycles"":12824,""task_start"":0}]",b1,20201,147456,0,0,0,False,0,7.077842224389315,eb8db72d631e5c23f08caf3e568530d80f8fb26ad054d6cedc710b37a82424b7,d5cb8cc0c982de2f811e5ca691fc7c78f0b40d90042de567f63713196991bb0d,7bbc9c0a893ef31d341a39946d378b49c63d0ff52d619d9c37345aef65d94e1f
case_094,1,success,stage1_actual_winner,verified_stage1_global_fallback,94892,0,0,0,0,0,1,"[{""active_any_pipe_cycles"":94892,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":791,""pipe_busy_cycles"":{""PIPE_M"":70944,""PIPE_MTE2"":7897,""PIPE_MTE3"":966,""PIPE_V"":36616},""pipe_utilization"":{""PIPE_M"":0.7476288833621381,""PIPE_MTE2"":0.08322092484087172,""PIPE_MTE3"":0.010179994098554145,""PIPE_V"":0.38587025249757617},""task_end"":94892,""task_span_cycles"":94892,""task_start"":0}]",single,94892,0,0,0,0,False,0,0.051916059106588364,788706fae76b226a475e5ac58c41edb15ebab0028c04529b012cb440370c2030,31327749f59682cc9fb9dcd47995cc217c277a372b6a72d33032903ba56c38ac,78aad00563371356bbd86aee16641229d6ac7e94c67688567c751a1c0c8046f0
case_094,2,success,stage1_actual_winner,verified_stage1_global_fallback,52048,771084,771084,0,339462,92,2,"[{""active_any_pipe_cycles"":52048,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":515,""pipe_busy_cycles"":{""PIPE_M"":35280,""PIPE_MTE2"":14016,""PIPE_MTE3"":5361,""PIPE_V"":19524},""pipe_utilization"":{""PIPE_M"":0.6778358438364587,""PIPE_MTE2"":0.269289886258838,""PIPE_MTE3"":0.10300107592991085,""PIPE_V"":0.3751152782047341},""task_end"":52048,""task_span_cycles"":52048,""task_start"":0},{""active_any_pipe_cycles"":48885,""active_any_pipe_fraction"":0.9392291730710114,""core_id"":1,""op_count"":489,""pipe_busy_cycles"":{""PIPE_M"":35664,""PIPE_MTE2"":13903,""PIPE_MTE3"":5789,""PIPE_V"":17092},""pipe_utilization"":{""PIPE_M"":0.6852136489394405,""PIPE_MTE2"":0.2671188134030126,""PIPE_MTE3"":0.11122425453427605,""PIPE_V"":0.3283891792191823},""task_end"":50006,""task_span_cycles"":50006,""task_start"":0}]",b2a_w4,52048,771084,0,0,0,False,0,1.7776134256273508,72fa3bb9109ea05ad04404efedb28e282928550c9d74114c3e177e79e1555c22,c76d6fea9ee7630b7d0872ea98686821a6ce23e3f16f43bca0d529458c913d1a,e53fc404cd2f11f0e4db643d6d03b2f81c6422005b3953f0b2ce49c7d87b055c
case_094,3,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,38234,967700,967700,0,413194,112,3,"[{""active_any_pipe_cycles"":35915,""active_any_pipe_fraction"":0.939347177904483,""core_id"":0,""op_count"":299,""pipe_busy_cycles"":{""PIPE_M"":22248,""PIPE_MTE2"":15901,""PIPE_MTE3"":6929,""PIPE_V"":11642},""pipe_utilization"":{""PIPE_M"":0.5818904639849348,""PIPE_MTE2"":0.4158863838468379,""PIPE_MTE3"":0.1812261338076058,""PIPE_V"":0.3044933828529581},""task_end"":36889,""task_span_cycles"":36889,""task_start"":0},{""active_any_pipe_cycles"":36380,""active_any_pipe_fraction"":0.9515091280012554,""core_id"":1,""op_count"":372,""pipe_busy_cycles"":{""PIPE_M"":24060,""PIPE_MTE2"":17474,""PIPE_MTE3"":6443,""PIPE_V"":11432},""pipe_utilization"":{""PIPE_M"":0.6292828372652612,""PIPE_MTE2"":0.4570277763247371,""PIPE_MTE3"":0.1685149343516242,""PIPE_V"":0.29900088926086726},""task_end"":38234,""task_span_cycles"":38234,""task_start"":0},{""active_any_pipe_cycles"":35167,""active_any_pipe_fraction"":0.9197834388240833,""core_id"":2,""op_count"":379,""pipe_busy_cycles"":{""PIPE_M"":24636,""PIPE_MTE2"":17546,""PIPE_MTE3"":8460,""PIPE_V"":13542},""pipe_utilization"":{""PIPE_M"":0.6443479625464247,""PIPE_MTE2"":0.45891091698488257,""PIPE_MTE3"":0.22126902756708688,""PIPE_V"":0.3541873724956845},""task_end"":36045,""task_span_cycles"":36045,""task_start"":0}]",b2a_w4,38581,998164,-347,-30464,0,True,0,2.7923048846423626,2146b6aba0467a535204676e0c370ed97f1f4e6077fa938f5e18b851ea8f23a4,0ed8f4773e1b426a3b4f7aef84ce3aeaf7851af51b4146bbb73d43a412ab27a3,6dd5a05b9c86a4b4075107d4814e25ea681ce61c7af0bfdf82332a6550f6876c
