case,cores,plan_sha256,graph_sha256,no_l2_source,same_core_speedup,no_l2_makespan,no_l2_added_copy_bytes,no_l2_scheduled_copy_bytes,no_l2_spill_added_copy_bytes,no_l2_partition_added_copy_bytes,no_l2_cross_task_traffic_bytes,no_l2_cross_core_transfer_count,no_l2_copy_in_hits,no_l2_copy_in_misses,no_l2_cache_hit_bytes,no_l2_cache_miss_bytes,no_l2_cache_hit_rate_bytes,l2_makespan,l2_added_copy_bytes,l2_scheduled_copy_bytes,l2_spill_added_copy_bytes,l2_partition_added_copy_bytes,l2_cross_task_traffic_bytes,l2_cross_core_transfer_count,l2_copy_in_hits,l2_copy_in_misses,l2_cache_hit_bytes,l2_cache_miss_bytes,l2_cache_hit_rate_bytes
case_059,5,657b9a47a4510e866abaaa77d6e59877ab3228fa8ce3052694d8dee2acc659d6,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,stage1_verified_reuse,1.0,185216,1081344,2424832,0,1081344,0,0,,,,,,185216,1081344,2424832,0,1081344,0,0,0,704,0,2162688,0.0
case_060,1,d25f48fa82c8cb2bb3b332205dd2448506d5dcd85391ed5aeff6c8ae79636c18,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,stage1_verified_reuse,1.001112862003985,888789,2068520,4167526,2068520,0,0,0,,,,,,887801,2068520,4167526,2068520,0,0,0,631,803,1763336,2403896,0.4231432279268349
case_060,2,9ba02a0850bfb7343bac4509fa80f187f4042760cadf7c1825d923798578df68,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,stage1_verified_reuse,1.000573640367511,525020,3210298,5309304,1551406,1658892,278534,94,,,,,,524719,3210298,5309304,1551406,1658892,278534,94,415,1224,1246214,3553858,0.2596240223063321
case_060,3,d86188aa289c48a32b5d1915bd62bbf2a43c9af29b98d2f676dd4d38bf7b5c89,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,stage1_verified_reuse,1.000121610686773,427646,3937368,6036374,1801296,2136072,307204,94,,,,,,427594,3937368,6036374,1801296,2136072,307204,94,703,1142,2044944,3423820,0.37393165987780785
case_060,4,ea8e3a0428dcfddfacdf430b056550cdf322642b9266961593cb45b6092ad860,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,stage1_verified_reuse,1.0001977564672098,348983,14168036,16267042,675904,13492132,6442962,2003,,,,,,348914,14168036,16267042,675904,13492132,6442962,2003,27,2809,212992,9446938,0.022049021059158815
case_060,5,235bd7864a828f22d97f05a2f0eba8322ef30cff60acba59951198694c3cccb7,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,stage1_verified_reuse,1.0017262984766804,306965,4418640,6517646,332812,4085828,434204,154,,,,,,306436,4418640,6517646,332812,4085828,434204,154,777,1265,2262028,3779146,0.3744351677339537
case_061,1,cba797eaafca9c3f1de1d713316b8d86836a0782c649a5d5709688be1562f445,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,stage1_verified_reuse,1.0,77191,0,544188,0,0,0,0,,,,,,77191,0,544188,0,0,0,0,0,259,0,544036,0.0
case_061,2,e4ab553b60c0e9b860804bfb7ee628f2e9e755705b5c10643acf28987912608c,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,stage1_verified_reuse,1.0020702621627902,47435,582112,1126300,0,582112,253168,186,,,,,,47337,582112,1126300,0,582112,253168,186,25,445,75776,797204,0.08680153039015785
case_061,3,a21856e66813701ac84be68dbece0fb5a39f0e6d4f999fdc4017af6f64950957,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,stage1_verified_reuse,1.0159907998138058,37105,991376,1535564,0,991376,434888,262,,,,,,36521,991376,1535564,0,991376,434888,262,62,521,121600,978924,0.11049281978403015
case_061,4,a6505700170f3a9735fac4d8442c925ff21428b2714cae47963748e640ec3b9a,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,stage1_verified_reuse,1.0690914917481174,33361,1037776,1581964,0,1037776,444776,282,,,,,,31205,1037776,1581964,0,1037776,444776,282,66,541,148224,988812,0.130359988601944
case_061,5,3a7d26a5411c6d94f1e84f13112bf19967d6df370569d3503d515b6af1a6b1d9,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,stage1_verified_reuse,1.074480237605666,32921,994572,1538760,0,994572,428294,283,,,,,,30639,994572,1538760,0,994572,428294,283,65,543,136960,973354,0.12335249307853455
case_062,1,0058b0b0a1310dc2400dc166519f401b1beb42c5139f8d5d11c82d707a3088da,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,stage1_verified_reuse,1.0,2854809,0,13401600,0,0,0,0,,,,,,2854809,0,13401600,0,0,0,0,0,4362,0,13400064,0.0
case_062,2,077c560536bed826b9b55a5368f653896f9ae27ea1c3f01f1c833fe2653e811c,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,stage1_verified_reuse,1.0,1784824,89088,13490688,0,89088,44544,29,,,,,,1784824,89088,13490688,0,89088,44544,29,0,4391,0,13444608,0.0
case_062,3,81bf08f5eb4910146127dc0f67463cdbbc71da5fc8a90085bf6ed3177f85d208,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,stage1_verified_reuse,1.0,1189955,167424,13569024,0,167424,81408,53,,,,,,1189955,167424,13569024,0,167424,81408,53,0,4416,0,13486080,0.0
case_062,4,26fa0c2dd8592fdf2b280872aa13caf7709c1a009923a428517357eaa393ea23,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,stage1_verified_reuse,1.0,892782,330240,13731840,0,330240,139776,91,,,,,,892782,330240,13731840,0,330240,139776,91,2,4462,9216,13581312,0.000678119349005425
case_062,5,2b479d3577e9fddc029b649bd432e4bc4f83d440e0ef970b780761f7b7da04db,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,stage1_verified_reuse,1.0,715381,419328,13820928,0,419328,175104,114,,,,,,715381,419328,13820928,0,419328,175104,114,3,4488,13824,13630464,0.0010131712259371835
case_063,1,2e9f6e5c6ad286a9ccd480a1b0c777a45fe34b171855633bb43d327ee48bdec9,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,stage1_verified_reuse,1.0,1070397,0,5021184,0,0,0,0,,,,,,1070397,0,5021184,0,0,0,0,0,1634,0,5019648,0.0
case_063,2,f52f9e06214392b7ddd20fa6d555dc020762ed7716941ba52fbdd1d4f89e945c,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,stage1_verified_reuse,1.0,663139,26102784,31123968,11045376,15057408,5646336,3676,,,,,,663139,26102784,31123968,11045376,15057408,5646336,3676,0,8859,0,23932416,0.0
case_063,3,f4f4c560f75186b8d53859d67c9f7e30f126b8c9789fdc4ec88f831c181a866f,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,stage1_verified_reuse,1.0,446447,201216,5222400,0,201216,84480,55,,,,,,446447,201216,5222400,0,201216,84480,55,3,1693,13824,5122560,0.0026913875598086126
case_063,4,4a5b5fffc1a48c983933b3d212aa4248bc3288d401f2f427450cbf81bfd5535f,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,stage1_verified_reuse,1.0,335694,278016,5299200,0,278016,113664,74,,,,,,335694,278016,5299200,0,278016,113664,74,3,1716,13824,5170176,0.0026666666666666666
case_063,5,fbcf6c9b3b703c30c7b38ccdc30f213e2746e7a51af7b513b0244a5359743244,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,stage1_verified_reuse,1.0,266761,287232,5308416,0,287232,136704,89,,,,,,266761,287232,5308416,0,287232,136704,89,0,1726,0,5170176,0.0
case_064,1,8e255667637d48dc008148e4b6ee94f9f40ae6b096eb559a555827f5c82c0b70,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,stage1_verified_reuse,1.0,19116,0,37414,0,0,0,0,,,,,,19116,0,37414,0,0,0,0,0,62,0,35622,0.0
case_064,2,9341916972bab8cefb916e11070308b88e412135e6da98ca89704380369754e3,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,stage1_verified_reuse,1.0002810370266282,14237,63430,100844,0,63430,28368,93,,,,,,14233,63430,100844,0,63430,28368,93,13,155,6694,63990,0.09470318601097844
case_064,3,da37e3ac1a4e4e9a902194b5cc2fa4d13220d18f94b55d1ed28f73f4acad1f47,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,stage1_verified_reuse,1.0,12510,64330,101744,0,64330,26880,82,,,,,,12510,64330,101744,0,64330,26880,82,30,135,14922,58150,0.20420954674841252
case_064,4,cc1121bc2a4f5a108603d32553a2d9215cab2bed76a7abfa1c84e686ca3c3319,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,stage1_verified_reuse,1.0,11821,97742,135156,0,97742,43072,151,,,,,,11821,97742,135156,0,97742,43072,151,41,196,14542,75750,0.16105524298941212
case_064,5,976eb3e70c1acfcc2bd91f01b97cef33de8b4e60a786baebc8b02622e586694f,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,stage1_verified_reuse,1.0,11821,97742,135156,0,97742,43072,151,,,,,,11821,97742,135156,0,97742,43072,151,41,196,14542,75750,0.16105524298941212
case_065,1,462655786e4d45971797edaace468c25751908e507fc4c24313fcc47205031f2,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,stage1_verified_reuse,1.0,53068,0,316202,0,0,0,0,,,,,,53068,0,316202,0,0,0,0,0,153,0,299720,0.0
case_065,2,a7ef2cacb2116e728c764a906a889351044899d71be399627e337ebf9074cbbf,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,stage1_verified_reuse,1.0157921899191467,29524,774986,1091188,0,774986,359586,192,,,,,,29065,774986,1091188,0,774986,359586,192,26,345,55814,659306,0.07804843942275422
case_065,3,85e4200da07982cb320075e424cb6dbd49611f15cb8e045bbe284b5a3adb7264,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,stage1_verified_reuse,1.0092691449092497,20797,583416,899618,0,583416,251768,139,,,,,,20606,583416,899618,0,583416,251768,139,36,293,75272,556096,0.1192204863090939
case_065,4,b0c21874d3fddc6f1f9f9bd37c1071f9690133551c0f800f4f9d7d35059e0d00,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,stage1_verified_reuse,1.0680340730777853,19058,651774,967976,0,651774,269820,138,,,,,,17844,651774,967976,0,651774,269820,138,41,292,102920,578754,0.15098126083729171
case_065,5,6068f64ed5dba9d63e7aa844fe18753ce38c82f4d117700a2775427155eae9e6,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,stage1_verified_reuse,1.0680340730777853,19058,651774,967976,0,651774,269820,138,,,,,,17844,651774,967976,0,651774,269820,138,41,292,102920,578754,0.15098126083729171
case_066,1,6cc57264c628daf6a00c579335d674f65bd9bc44d5521949cf85c18b3590ace4,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,stage1_verified_reuse,1.0,359070,0,1107034,0,0,0,0,,,,,,359070,0,1107034,0,0,0,0,0,181,0,1027116,0.0
case_066,2,cdfec9dec6b47b01b10785fca5a9b1b4938e9812478c7f1e6a37b4b9205f4318,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,stage1_verified_reuse,1.0,185656,978376,2085410,0,978376,393856,402,,,,,,185656,978376,2085410,0,978376,393856,402,16,584,190662,1420974,0.11830338860636025
case_066,3,d6e2e90cb3ac3c8dff65c009f188c2a1d289aab9e49ba0276ac7fea4e995d6cc,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,stage1_verified_reuse,1.0001208623528879,132398,1312626,2419660,0,1312626,464210,489,,,,,,132382,1312626,2419660,0,1312626,464210,489,59,642,447884,1427648,0.23880371009398932
case_066,4,8be4e11e3db14d7bf6fcadaea543b2cba06884c908efe6f9190cbd3ca963f1d1,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,stage1_verified_reuse,1.0061428906800218,102860,2703412,3810446,0,2703412,967926,1146,,,,,,102232,2703412,3810446,0,2703412,967926,1146,186,1257,622852,2139750,0.22545846271015513
case_066,5,eed18cc5f90ceb33e08fb8e1bacf172928474ed2e74cd8ed382cbfe454c49284,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,stage1_verified_reuse,1.0244699627394156,94032,2718832,3825866,0,2718832,921064,1045,,,,,,91786,2718832,3825866,0,2718832,921064,1045,215,1165,597356,2227528,0.21146213437436723
case_067,1,7e1066d4c23ce36241e0ef0b25bf2d814fcd59851bebdae8830017511176f488,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,stage1_verified_reuse,1.0,63834834,264449408,270497536,264449408,0,0,0,,,,,,63834834,264449408,270497536,264449408,0,0,0,0,3881,0,267185920,0.0
case_067,2,f2faab65d2db28133c84b1eb5051b3ed9c4c97f3df13249e367026cef63518dc,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,stage1_verified_reuse,0.9925875303377804,31892152,260989568,267037696,250288384,10701184,3489792,710,,,,,,32130317,260989568,267037696,250288384,10701184,3489792,710,676,2282,64469248,196890368,0.24666874319252138
case_067,3,789576b58f948daa116c5b37af53ea3cdbd56934e959d2bb32dc9379102ecd21,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,stage1_verified_reuse,1.0084762357498676,21738388,218084096,224132224,203806720,14277376,3417088,781,,,,,,21555677,218084096,224132224,203806720,14277376,3417088,781,424,1712,86531072,131166336,0.3974832442653612
case_067,4,5a80b899fc3e49347427446f83802ec395ad3985f0f0b33c03795d06479150c5,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,stage1_verified_reuse,1.0369875492525567,16654103,219229312,225277440,198338560,20890752,4862976,993,,,,,,16060080,219229312,225277440,198338560,20890752,4862976,993,614,1620,129670912,88911616,0.5932354849514779
case_067,5,8dfc4304e8ff7b945240d73e329013baf35394010911818cd441a2e5e86c8d37,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,stage1_verified_reuse,1.052084159968046,13549289,210654720,216702848,179822592,30832128,7972864,1033,,,,,,12878522,210654720,216702848,179822592,30832128,7972864,1033,617,1736,143226880,63049600,0.6943442121952051
case_068,1,0a7c7b63e8a12964e4e020363366b8c87e6f80b097ed19bca06d80fb49aae469,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,stage1_verified_reuse,1.0,362095,0,2771250,0,0,0,0,,,,,,362095,0,2771250,0,0,0,0,0,407,0,2739974,0.0
case_068,2,3ba96ded5bb66e32d240dbe2b13ec8ebc981ece3a9c4b51912c4561ccb26ca44,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,stage1_verified_reuse,1.0006768056733972,204037,1672660,4443910,34316,1638344,463584,388,,,,,,203899,1672660,4443910,34316,1638344,463584,388,71,815,533002,3410668,0.13515380343690014
case_068,3,4292b9f2999574798bcfb2a4c8b022bcb20dd26b260f239b447278c6ab9fa03a,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,stage1_verified_reuse,1.0040142594268293,165324,2613640,5384890,0,2613640,622520,544,,,,,,164663,2613640,5384890,0,2613640,622520,544,174,948,1224524,3506570,0.2588247031236327
case_068,4,be88ba8714c3c88d61d33dd233938a0c03dc0b13aeeb37ab7bcdeabd7e0632aa,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,stage1_verified_reuse,1.010169839246201,137870,2496122,5267372,0,2496122,547124,574,,,,,,136482,2496122,5267372,0,2496122,547124,574,191,924,846282,3842690,0.1804834833733279
case_068,5,3caf43af113aae97d0ab1e1d4076ab5eeb2379fd5a13274fdeffabbdac338a81,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,stage1_verified_reuse,1.010169839246201,137870,2496122,5267372,0,2496122,547124,574,,,,,,136482,2496122,5267372,0,2496122,547124,574,191,924,846282,3842690,0.1804834833733279
case_069,1,9a4617c063a728654291de0a0ccbe2c26b0a04bb90eb8f4f99f56e9018790af7,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,stage1_verified_reuse,1.0,25144,0,126054,0,0,0,0,,,,,,25144,0,126054,0,0,0,0,0,36,0,113766,0.0
case_069,2,ad518af612e9b65cae56606e8b92a5993fe4f74e917ff4d025f545b222627194,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,stage1_verified_reuse,1.0003063162408872,16328,314726,440780,0,314726,140800,197,,,,,,16323,314726,440780,0,314726,140800,197,13,233,33126,254566,0.11514397341601434
case_069,3,0d0e74adc0aa8b7a390dee5bcb3581d701f0bf2fc1cb1dce91df40f2522976b1,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,stage1_verified_reuse,1.0024745269286754,13774,309992,436046,0,309992,118848,124,,,,,,13740,309992,436046,0,309992,118848,124,28,151,82278,222632,0.2698435603948706
case_069,4,b59915956d170dd8c3dae9a147187d6a003bb4130c331fe1c7a68706bf77272d,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,stage1_verified_reuse,1.0024745269286754,13774,309992,436046,0,309992,118848,124,,,,,,13740,309992,436046,0,309992,118848,124,28,151,82278,222632,0.2698435603948706
case_069,5,85a848c138c131671967c0b57abf413b66c174dce13ca72a20d1e096f90d71e0,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,stage1_verified_reuse,1.0024745269286754,13774,309992,436046,0,309992,118848,124,,,,,,13740,309992,436046,0,309992,118848,124,28,151,82278,222632,0.2698435603948706
case_070,1,35503e8a606ef5a291c9918249aab3d458cd03475cbbc72620b0ae2c93d4de5d,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,stage1_verified_reuse,1.0,117300,0,419964,0,0,0,0,,,,,,117300,0,419964,0,0,0,0,0,193,0,419858,0.0
case_070,2,73c5c3f98f2c08d611c75e0303099040225f9229eb1c11ff44d07666a603c302,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,stage1_verified_reuse,1.0002916132042459,68604,950774,1370738,0,950774,414714,224,,,,,,68584,950774,1370738,0,950774,414714,224,38,417,121346,834572,0.12694185066083075
case_070,3,15e668a6d2ea2de1c609090ec7fe15370c290d84405fcfbe6971282bb6dc1ea5,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,stage1_verified_reuse,1.0154609742170686,46238,1167554,1587518,0,1167554,506590,263,,,,,,45534,1167554,1587518,0,1167554,506590,263,44,459,125702,955120,0.11630222182746094
case_070,4,3fa4ad55c81f7cc130199a4bd8b9518c556c92d937854ce2cfe93b8961181460,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,stage1_verified_reuse,1.0298059799418877,43948,1569172,1989136,0,1569172,632968,288,,,,,,42676,1569172,1989136,0,1569172,632968,288,60,483,254084,1101978,0.18736901410112516
case_070,5,042728e15b57922ed34095cfc899572d8021dedf7d383010e982d6e5ddc453c8,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,stage1_verified_reuse,1.059935745510086,40250,1619718,2039682,0,1619718,662336,333,,,,,,37974,1619718,2039682,0,1619718,662336,333,66,530,219270,1157970,0.15920972379541692
case_071,1,f82d04a4b9d570fa5e42fc7121974485d556bb64fcf661523a3561120b3e4572,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,stage1_verified_reuse,1.0,18919,0,121446,0,0,0,0,,,,,,18919,0,121446,0,0,0,0,0,35,0,111462,0.0
case_071,2,3355b1eb9638ca577283a4fc342a3927122d4d55297c91322103bc685ddc4535,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,stage1_verified_reuse,1.000381010439686,13128,197350,318796,0,197350,83264,109,,,,,,13123,197350,318796,0,197350,83264,109,11,145,21606,203942,0.09579335662475394
case_071,3,c5309f552e49b8b288662dbb55eb78e5a487dd2ea9e9dd2277d7cd284be72365,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,stage1_verified_reuse,1.0,10300,207624,329070,0,207624,69248,77,,,,,,10300,207624,329070,0,207624,69248,77,20,108,74118,175720,0.29666423842650036
case_071,4,35b6fdc054daaea2e3d4b0d6b607389fac2e2b4cced574162089355b7ab1022c,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,stage1_verified_reuse,1.0,10300,207624,329070,0,207624,69248,77,,,,,,10300,207624,329070,0,207624,69248,77,20,108,74118,175720,0.29666423842650036
case_071,5,8f470905cd7110442e3634b423e39fa21bfd6397102af40989c7d18d9b1f9545,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,stage1_verified_reuse,1.0,10300,207624,329070,0,207624,69248,77,,,,,,10300,207624,329070,0,207624,69248,77,20,108,74118,175720,0.29666423842650036
case_072,1,0fd024830f492dc03333049ae974ba60fec3388291f09ed82ca798f152e15c07,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,stage1_verified_reuse,1.000296014073393,23897828,108613680,119716864,108613680,0,0,0,,,,,,23890756,108613680,119716864,108613680,0,0,0,383,13766,3137536,116569150,0.026210198484652728
case_072,2,d6c4cebac99b7d2fa41eedb3fe01a8f460e958daa7b157c231762a5c65c33d06,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,stage1_verified_reuse,1.000597172816838,14399738,264586770,275689954,151244736,113342034,55620608,6896,,,,,,14391144,264586770,275689954,151244736,113342034,55620608,6896,551,19003,4513792,158776192,0.02764279773583663
case_072,3,083dc833d0812be06cea6fa3f72bf42df0c6874caa90de8c5ce205bf68f4565c,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,stage1_verified_reuse,1.0000142488570587,10386946,233970658,245073842,77101728,156868930,76336336,9449,,,,,,10386798,233970658,245073842,77101728,156868930,76336336,9449,33,15699,262792,131752968,0.001990610817981126
case_072,4,7953727c6cb3067a635aac750659e909a89c842807ad1926cc4692eea47a4c09,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,stage1_verified_reuse,1.0017248579309643,7596894,232963952,244067136,58858184,174105768,84957072,10489,,,,,,7583813,232963952,244067136,58858184,174105768,84957072,10489,41,15682,335872,131695310,0.002543883913725774
case_072,5,15702f4218a75997aad88edfbc575707bf3bfddf51d0ef2e27c2a5113b2fbc72,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,stage1_verified_reuse,1.0,7185795,229404840,240508024,48154928,181249912,88526000,10929,,,,,,7185795,229404840,240508024,48154928,181249912,88526000,10929,13,15520,106496,130250182,0.0008169585297348556
case_073,1,7116f5343d2950424bff808dabe9fc6e571b40be367cff74ab106678902556dd,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,stage1_verified_reuse,1.0,10081626,141570432,145611520,141570432,0,0,0,,,,,,10081626,141570432,145611520,141570432,0,0,0,0,2120,0,145160448,0.0
case_073,2,5de389192bfdbc26b3ed6329b4fa2a8f5f88896fc985b1553c50a1eead64e782,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,stage1_verified_reuse,1.0405953396349135,5343686,137847680,141888768,133167616,4680064,479232,390,,,,,,5135220,137847680,141888768,133167616,4680064,479232,390,331,1298,30872576,110272512,0.21872936874714335
case_073,3,b5d30887e189e66d82fcd4e3f28239c3ad40bc043d72016a1e2bf0388997bd70,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,stage1_verified_reuse,1.0,4326521,137554688,141595776,130111488,7443200,0,0,,,,,,4326521,137554688,141595776,130111488,7443200,0,0,0,1482,0,140975232,0.0
case_073,4,87ce909489386392b00a78ed92d15dc5799c4436b580237cc9e621d5b2b966c8,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,stage1_verified_reuse,1.2804609265203886,3456740,137723520,141764608,125764096,11959424,397312,350,,,,,,2699606,137723520,141764608,125764096,11959424,397312,350,646,1003,77585408,63450880,0.5501095434389198
case_073,5,4f73202a5f8242f7f3c54c98e3bf2b83d43be7c9245adad4b96108aa070bda59,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,stage1_verified_reuse,1.1388425298208924,3186716,119359488,123400576,103353344,16006144,559872,420,,,,,,2798206,119359488,123400576,103353344,16006144,559872,420,231,1027,28644864,93941376,0.23367112002130092
case_074,1,50162acfddc34ebe39d098811889ed0570e5908c33bafc78408aecfd4cd049d5,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,stage1_verified_reuse,1.002454532452983,1682239,6070280,9847008,6070280,0,0,0,,,,,,1678120,6070280,9847008,6070280,0,0,0,214,1214,1642496,8204316,0.16680485013829857
case_074,2,14b65368af516fcbfcd3d252215b1c385316d61b907c156e9ebbb6786da52df0,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,stage1_verified_reuse,1.0006098391711378,925398,15892720,19669448,8626212,7266508,3506278,809,,,,,,924834,15892720,19669448,8626212,7266508,3506278,809,73,2483,462848,12791952,0.03491927452696382
case_074,3,1e51e23215e78fb4f48acf0fcbc6797dccfb4d2d00bbd07deaa443e0fb3dd39c,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,stage1_verified_reuse,1.0,666888,13246672,17023400,3186688,10059984,4882536,1105,,,,,,666888,13246672,17023400,3186688,10059984,4882536,1105,0,2069,0,10563712,0.0
case_074,4,da66f6bc0080f53e7bdf499db374090c03d113cb55953826535edf61d6d24925,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,stage1_verified_reuse,1.0,527458,13979860,17756588,2895892,11083968,5406816,1223,,,,,,527458,13979860,17756588,2895892,11083968,5406816,1223,8,2171,40960,10940546,0.0037299073551478276
case_074,5,0b91ddb6a6d8e121b59151ef03aa95d2ba35ff6646003761b17a27ea8df3e082,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,stage1_verified_reuse,1.0,431365,11837664,15614392,327720,11509944,5611612,1275,,,,,,431365,11837664,15614392,327720,11509944,5611612,1275,6,1909,49152,9830536,0.004975055892453284
case_075,1,ed02a53377dab05accf5e971d7e7d48b35e69d472a4f2ad4c4ff128b3c91a4fc,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,stage1_verified_reuse,1.0,1441809,0,1837190,0,0,0,0,,,,,,1441809,0,1837190,0,0,0,0,0,269,0,1819782,0.0
